subject_id,wave,participation,EVI,EVI_reduced,equal_polit,equal_job,equal_educ,homosexuality,abortion,divorce,SVI,rel_imp,rel_person,nation_pride,parents_proud,respect_author,age,hhsize,children,gender,maritalst,education,rel_service,hhincome,distress,bfive_extra,bfive_agree,bfive_consc,bfive_neuro,bfive_openn,region,prefecture,townsize,age_sq,age_group,cum_infected_in_pref_VIC1,cum_deaths_in_pref_VIC1,emergency_in_pref_VIC1
WVS304,WVS7,W0 only,NA,NA,NA,NA,NA,100,100,100,NA,NA,100,66.6666666666667,33.3333333333333,100,53,3,1,Female,Married,Master or Doctoral degree,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kanto,Kanagawa,"100,000-500,000",2809,50+ years,13.521212877694081,0.6928403716352451,1
WVS305,WVS7,W0 only,55.55555555555556,55.55555555555556,NA,NA,33.3333333333333,77.7777777777778,66.6666666666667,88.8888888888889,NA,NA,100,100,33.3333333333333,100,54,2,0,Female,Living together as married,High school,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Tokyo,"500,000 and more",2916,50+ years,36.14853903095434,1.558985830598464,1
WVS306,WVS7,W0 only,NA,NA,NA,NA,100,NA,55.5555555555556,22.2222222222222,38.888888888888886,0,0,33.3333333333333,100,100,70,3,2,Male,Married,Primary or Junior high school,Once a week or more,NA,NA,NA,NA,NA,NA,NA,Kansai,Kyoto,"20,000-100,000",4900,50+ years,13.886265281194932,0.5042498565797043,1
WVS307,WVS7,W0 only,66.66666666666667,66.66666666666667,NA,NA,66.6666666666667,100,55.5555555555556,44.4444444444444,NA,NA,0,33.3333333333333,66.6666666666667,100,46,5,3,Male,Married,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Kanagawa,"500,000 and more",2116,36-50 years,13.521212877694081,0.6928403716352451,1
WVS308,WVS7,W0 only,NA,NA,NA,NA,100,100,NA,NA,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,21,4,0,Male,Single,University-level education,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Kanagawa,"500,000 and more",441,18-35 years,13.521212877694081,0.6928403716352451,1
WVS309,WVS7,W0 only,27.77777777777778,27.77777777777778,NA,NA,33.3333333333333,0,22.2222222222222,44.4444444444444,NA,100,NA,33.3333333333333,33.3333333333333,50,81,1,3,Male,Widowed,Primary or Junior high school,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Ibaragi,"20,000-100,000",6561,50+ years,5.859765351277237,0.31391600096128053,0
WVS310,WVS7,W0 only,87.03703703703704,87.03703703703704,NA,NA,100,100,22.2222222222222,100,88.88888888888889,100,100,66.6666666666667,66.6666666666667,100,27,2,0,Female,Married,Vocational school/University-preparator,Once a year,NA,NA,NA,NA,NA,NA,NA,Kanto,Saitama,"500,000 and more",729,18-35 years,13.288376142735677,0.612681277072854,1
WVS311,WVS7,W0 only,62.96296296296296,62.96296296296296,NA,NA,66.6666666666667,100,33.3333333333333,44.4444444444444,83.33333333333334,100,100,33.3333333333333,66.6666666666667,100,40,4,2,Male,Married,High school,Once a year,NA,NA,NA,NA,NA,NA,NA,Chugoku,Okayama,"20,000-100,000",1600,36-50 years,1.3238496276275766,0,0
WVS312,WVS7,W0 only,NA,NA,NA,NA,66.6666666666667,NA,22.2222222222222,55.5555555555556,61.111111111111114,33.3333333333333,100,33.3333333333333,33.3333333333333,100,63,2,3,Female,Married,University-level education,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kansai,Hyogo,"100,000-500,000",3969,50+ years,12.772181968094431,0.6953336888074332,1
WVS313,WVS7,W0 only,61.111111111111114,61.111111111111114,NA,NA,33.3333333333333,77.7777777777778,88.8888888888889,100,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,59,3,2,Male,Married,University-level education,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Saitama,"500,000 and more",3481,50+ years,13.288376142735677,0.612681277072854,1
WVS314,WVS7,W0 only,50,50,NA,NA,66.6666666666667,44.4444444444444,22.2222222222222,33.3333333333333,NA,NA,100,33.3333333333333,NA,100,55,3,2,Female,Married,University-level education,Less often or never,NA,NA,NA,NA,NA,NA,NA,Chubu,Aichi,"500,000 and more",3025,50+ years,6.721984934533568,0.4507839995545193,0
WVS315,WVS7,W0 only,NA,NA,NA,NA,NA,33.3333333333333,88.8888888888889,NA,NA,100,NA,NA,66.6666666666667,50,56,3,1,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Tokyo,"500,000 and more",3136,50+ years,36.14853903095434,1.558985830598464,1
WVS316,WVS7,W0 only,62.96296296296296,62.96296296296296,NA,NA,66.6666666666667,66.6666666666667,44.4444444444444,66.6666666666667,NA,100,100,33.3333333333333,NA,100,68,2,0,Female,Single,University-level education,Once a year,NA,NA,NA,NA,NA,NA,NA,Shikoku,Ehime,"500,000 and more",4624,50+ years,5.2440702675449735,0.22474586860907028,0
WVS317,WVS7,W0 only,68.51851851851852,68.51851851851852,NA,NA,66.6666666666667,88.8888888888889,22.2222222222222,100,NA,100,100,33.3333333333333,NA,100,67,2,2,Female,Widowed,High school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Shikoku,Ehime,"500,000 and more",4489,50+ years,5.2440702675449735,0.22474586860907028,0
WVS318,WVS7,W0 only,NA,NA,NA,NA,NA,77.7777777777778,44.4444444444444,55.5555555555556,NA,66.6666666666667,100,66.6666666666667,NA,100,64,2,0,Male,Married,University-level education,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kansai,Hyogo,"100,000-500,000",4096,50+ years,12.772181968094431,0.6953336888074332,1
WVS319,WVS7,W0 only,48.14814814814815,48.14814814814815,NA,NA,33.3333333333333,100,44.4444444444444,44.4444444444444,63.888888888888886,100,100,0,33.3333333333333,50,48,4,2,Female,Married,University-level education,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kanto,Saitama,"500,000 and more",2304,36-50 years,13.288376142735677,0.612681277072854,1
WVS320,WVS7,W0 only,61.111111111111114,61.111111111111114,NA,NA,100,22.2222222222222,0,44.4444444444444,NA,100,100,NA,100,100,56,2,0,Male,Single,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Kanagawa,"500,000 and more",3136,50+ years,13.521212877694081,0.6928403716352451,1
WVS321,WVS7,W0 only,83.33333333333334,83.33333333333334,NA,NA,66.6666666666667,100,100,100,72.22222222222223,100,100,0,33.3333333333333,100,80,2,2,Female,Married,High school,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Tokyo,"500,000 and more",6400,50+ years,36.14853903095434,1.558985830598464,1
WVS322,WVS7,W0 only,37.03703703703704,37.03703703703704,NA,NA,66.6666666666667,0,0,22.2222222222222,72.22222222222223,100,100,0,33.3333333333333,100,74,2,3,Female,Married,High school,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Chiba,"100,000-500,000",5476,50+ years,14.002749630836599,0.6683130505626559,1
WVS323,WVS7,W0 only,88.88888888888889,88.88888888888889,NA,NA,100,100,44.4444444444444,88.8888888888889,86.11111111111111,66.6666666666667,100,66.6666666666667,100,100,56,2,1,Male,Married,High school,Once a year,NA,NA,NA,NA,NA,NA,NA,Kanto,Kanagawa,"500,000 and more",3136,50+ years,13.521212877694081,0.6928403716352451,1
WVS324,WVS7,W0 only,42.592592592592595,42.592592592592595,NA,NA,66.6666666666667,55.5555555555556,0,0,16.666666666666668,0,0,0,0,100,47,5,3,Male,Married,High school,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Kanagawa,"500,000 and more",2209,36-50 years,13.521212877694081,0.6928403716352451,1
WVS325,WVS7,W0 only,51.851851851851855,51.851851851851855,NA,NA,66.6666666666667,44.4444444444444,22.2222222222222,44.4444444444444,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,46,3,1,Female,Married,Vocational school/University-preparator,Once a year,NA,NA,NA,NA,NA,NA,NA,Kanto,Tochigi,"100,000-500,000",2116,36-50 years,3.103749018439373,0,0
WVS326,WVS7,W0 only,59.25925925925927,59.25925925925927,NA,NA,66.6666666666667,55.5555555555556,44.4444444444444,55.5555555555556,NA,66.6666666666667,100,33.3333333333333,NA,100,71,2,2,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Chubu,Shizuoka,"100,000-500,000",5041,50+ years,1.981723009070236,0.027523930681531056,0
WVS327,WVS7,W0 only,48.14814814814815,48.14814814814815,NA,NA,66.6666666666667,44.4444444444444,0,44.4444444444444,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,70,3,1,Female,Married,Primary or Junior high school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Hokkaido and Tohoku,Fukushima,"100,000-500,000",4900,50+ years,4.41861885975631,0,0
WVS328,WVS7,W0 only,NA,NA,NA,NA,NA,55.5555555555556,11.1111111111111,66.6666666666667,36.111111111111114,66.6666666666667,0,33.3333333333333,33.3333333333333,50,55,4,3,Male,Married,Master or Doctoral degree,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Chubu,Niigata,"500,000 and more",3025,50+ years,3.7251189312361217,0,0
WVS329,WVS7,W0 only,83.33333333333333,83.33333333333333,NA,NA,100,88.8888888888889,22.2222222222222,88.8888888888889,75,66.6666666666667,100,33.3333333333333,66.6666666666667,100,60,2,3,Female,Married,University-level education,Once a month,NA,NA,NA,NA,NA,NA,NA,Kanto,Kanagawa,"100,000-500,000",3600,50+ years,13.521212877694081,0.6928403716352451,1
WVS330,WVS7,W0 only,81.48148148148148,81.48148148148148,NA,NA,100,44.4444444444444,44.4444444444444,100,63.88888888888889,66.6666666666667,100,0,33.3333333333333,100,49,3,1,Female,Married,University-level education,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Kanagawa,"500,000 and more",2401,36-50 years,13.521212877694081,0.6928403716352451,1
WVS331,WVS7,W0 only,75.92592592592592,75.92592592592592,NA,NA,66.6666666666667,88.8888888888889,77.7777777777778,88.8888888888889,88.88888888888889,100,100,33.3333333333333,100,100,70,2,2,Male,Married,Primary or Junior high school,Once a month,NA,NA,NA,NA,NA,NA,NA,Kanto,Kanagawa,"20,000-100,000",4900,50+ years,13.521212877694081,0.6928403716352451,1
WVS332,WVS7,W0 only,88.88888888888889,88.88888888888889,NA,NA,100,100,33.3333333333333,100,80.55555555555557,66.6666666666667,100,66.6666666666667,66.6666666666667,100,31,4,1,Female,Single,Vocational school/University-preparator,Once a year,NA,NA,NA,NA,NA,NA,NA,Kansai,Osaka,"20,000-100,000",961,18-35 years,20.005238928520306,0.7468019057026812,1
WVS333,WVS7,W0 only,83.33333333333334,83.33333333333334,NA,NA,100,100,0,100,NA,NA,100,33.3333333333333,33.3333333333333,50,26,4,2,Female,Married,High school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kansai,Osaka,"100,000-500,000",676,18-35 years,20.005238928520306,0.7468019057026812,1
WVS334,WVS7,W0 only,68.51851851851852,68.51851851851852,NA,NA,100,22.2222222222222,11.1111111111111,77.7777777777778,38.888888888888886,66.6666666666667,0,0,33.3333333333333,100,49,5,2,Female,Married,Vocational school/University-preparator,Once a month,NA,NA,NA,NA,NA,NA,NA,Chubu,Shizuoka,"20,000-100,000",2401,36-50 years,1.981723009070236,0.027523930681531056,0
WVS335,WVS7,W0 only,79.62962962962963,79.62962962962963,NA,NA,100,100,33.3333333333333,44.4444444444444,NA,66.6666666666667,NA,66.6666666666667,33.3333333333333,100,41,5,3,Female,Married,High school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kansai,Mie,"100,000-500,000",1681,36-50 years,2.5420080960133404,0.05648906880029646,0
WVS336,WVS7,W0 only,50,50,NA,NA,66.6666666666667,44.4444444444444,33.3333333333333,22.2222222222222,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,78,5,2,Male,Married,University-level education,Once a month,NA,NA,NA,NA,NA,NA,NA,Hokkaido and Tohoku,Fukushima,"100,000-500,000",6084,50+ years,4.41861885975631,0,0
WVS337,WVS7,W0 only,59.25925925925927,59.25925925925927,NA,NA,66.6666666666667,44.4444444444444,44.4444444444444,66.6666666666667,16.666666666666668,0,0,0,0,100,71,1,0,Male,Single,University-level education,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Tokyo,"500,000 and more",5041,50+ years,36.14853903095434,1.558985830598464,1
WVS338,WVS7,W0 only,NA,NA,NA,NA,66.6666666666667,NA,NA,NA,NA,NA,100,33.3333333333333,33.3333333333333,50,76,2,2,Female,Married,University-level education,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Chubu,Shizuoka,"500,000 and more",5776,50+ years,1.981723009070236,0.027523930681531056,0
WVS339,WVS7,W0 only,96.2962962962963,96.2962962962963,NA,NA,100,100,77.7777777777778,100,NA,NA,NA,33.3333333333333,66.6666666666667,50,52,6,2,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Chubu,Aichi,"100,000-500,000",2704,50+ years,6.721984934533568,0.4507839995545193,0
WVS340,WVS7,W0 only,83.33333333333334,83.33333333333334,NA,NA,100,77.7777777777778,44.4444444444444,77.7777777777778,NA,100,NA,66.6666666666667,33.3333333333333,100,37,4,2,Male,Married,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Chiba,"100,000-500,000",1369,36-50 years,14.002749630836599,0.6683130505626559,1
WVS341,WVS7,W0 only,NA,NA,NA,NA,100,NA,66.6666666666667,77.7777777777778,80.55555555555556,66.6666666666667,100,100,33.3333333333333,100,60,1,0,Male,Divorced,University-level education,Once a month,NA,NA,NA,NA,NA,NA,NA,Kansai,Nara,"100,000-500,000",3600,50+ years,6.568650323562655,0.15100345571408402,0
WVS342,WVS7,W0 only,31.48148148148148,31.48148148148148,NA,NA,33.3333333333333,44.4444444444444,11.1111111111111,33.3333333333333,NA,NA,100,33.3333333333333,66.6666666666667,100,65,1,2,Male,Married,University-level education,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kansai,Osaka,"100,000-500,000",4225,50+ years,20.005238928520306,0.7468019057026812,1
WVS343,WVS7,W0 only,70.37037037037038,70.37037037037038,NA,NA,66.6666666666667,100,66.6666666666667,55.5555555555556,83.33333333333334,100,100,33.3333333333333,66.6666666666667,100,35,2,0,Female,Married,Vocational school/University-preparator,Once a month,NA,NA,NA,NA,NA,NA,NA,Kansai,Hyogo,"500,000 and more",1225,18-35 years,12.772181968094431,0.6953336888074332,1
WVS344,WVS7,W0 only,0,0,NA,NA,0,0,0,0,NA,NA,100,66.6666666666667,NA,0,78,2,2,Male,Married,Primary or Junior high school,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Saitama,"500,000 and more",6084,50+ years,13.288376142735677,0.612681277072854,1
WVS345,WVS7,W0 only,90.74074074074073,90.74074074074073,NA,NA,100,100,44.4444444444444,100,83.33333333333334,100,100,66.6666666666667,33.3333333333333,100,29,4,2,Female,Married,High school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kansai,Mie,"100,000-500,000",841,18-35 years,2.5420080960133404,0.05648906880029646,0
WVS346,WVS7,W0 only,74.07407407407408,74.07407407407408,NA,NA,66.6666666666667,77.7777777777778,77.7777777777778,88.8888888888889,88.88888888888889,100,100,66.6666666666667,66.6666666666667,100,69,1,3,Male,Married,High school,Once a year,NA,NA,NA,NA,NA,NA,NA,Kanto,Tokyo,"500,000 and more",4761,50+ years,36.14853903095434,1.558985830598464,1
WVS347,WVS7,W0 only,77.77777777777777,77.77777777777777,NA,NA,66.6666666666667,100,77.7777777777778,88.8888888888889,NA,100,NA,0,0,100,25,3,0,Female,Single,Vocational school/University-preparator,Less often or never,NA,NA,NA,NA,NA,NA,NA,Chubu,Aichi,"100,000-500,000",625,18-35 years,6.721984934533568,0.4507839995545193,0
WVS348,WVS7,W0 only,61.111111111111114,61.111111111111114,NA,NA,100,44.4444444444444,0,22.2222222222222,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,49,3,1,Male,Married,Vocational school/University-preparator,Less often or never,NA,NA,NA,NA,NA,NA,NA,Hokkaido and Tohoku,Akita,"100,000-500,000",2401,36-50 years,1.6675316987353854,0,0
WVS349,WVS7,W0 only,NA,NA,NA,NA,NA,22.2222222222222,44.4444444444444,44.4444444444444,NA,100,100,33.3333333333333,NA,100,41,4,2,Male,Married,University-level education,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Saitama,"100,000-500,000",1681,36-50 years,13.288376142735677,0.612681277072854,1
WVS350,WVS7,W0 only,50,50,NA,NA,66.6666666666667,100,0,0,NA,100,100,0,NA,100,34,4,2,Female,Married,Vocational school/University-preparator,Once a month,NA,NA,NA,NA,NA,NA,NA,Shikoku,Kagawa,"100,000-500,000",1156,18-35 years,2.946611607124065,0,0
WVS351,WVS7,W0 only,81.48148148148148,81.48148148148148,NA,NA,100,100,44.4444444444444,44.4444444444444,83.33333333333334,100,100,66.6666666666667,33.3333333333333,100,21,1,0,Female,Single,High school,Once a year,NA,NA,NA,NA,NA,NA,NA,Kansai,Hyogo,"500,000 and more",441,18-35 years,12.772181968094431,0.6953336888074332,1
WVS352,WVS7,W0 only,53.70370370370371,53.70370370370371,NA,NA,66.6666666666667,22.2222222222222,22.2222222222222,77.7777777777778,55.55555555555556,33.3333333333333,100,0,33.3333333333333,100,63,5,3,Male,Married,University-level education,Once a month,NA,NA,NA,NA,NA,NA,NA,Hokkaido and Tohoku,Aomori,"100,000-500,000",3969,50+ years,2.1809651821025153,0.08077648822601907,0
WVS353,WVS7,W0 only,38.888888888888886,38.888888888888886,NA,NA,33.3333333333333,88.8888888888889,22.2222222222222,22.2222222222222,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,75,2,2,Female,Married,High school,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kansai,Osaka,"500,000 and more",5625,50+ years,20.005238928520306,0.7468019057026812,1
WVS354,WVS7,W0 only,48.14814814814815,48.14814814814815,NA,NA,66.6666666666667,22.2222222222222,22.2222222222222,44.4444444444444,80.55555555555557,66.6666666666667,100,66.6666666666667,66.6666666666667,100,39,5,3,Female,Married,University-level education,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Chubu,Gifu,"5,000-20,000",1521,36-50 years,7.580573920197782,0.35376011627589654,0
WVS355,WVS7,W0 only,61.111111111111114,61.111111111111114,NA,NA,66.6666666666667,77.7777777777778,44.4444444444444,44.4444444444444,88.88888888888889,100,100,66.6666666666667,66.6666666666667,100,41,4,2,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kansai,Osaka,"100,000-500,000",1681,36-50 years,20.005238928520306,0.7468019057026812,1
WVS356,WVS7,W0 only,50,50,NA,NA,33.3333333333333,100,0,100,NA,100,100,0,NA,100,29,3,1,Male,Married,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kansai,Hyogo,"500,000 and more",841,18-35 years,12.772181968094431,0.6953336888074332,1
WVS357,WVS7,W0 only,37.03703703703704,37.03703703703704,NA,NA,33.3333333333333,55.5555555555556,11.1111111111111,55.5555555555556,NA,NA,NA,33.3333333333333,0,100,45,5,1,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kanto,Chiba,"100,000-500,000",2025,36-50 years,14.002749630836599,0.6683130505626559,1
WVS358,WVS7,W0 only,72.22222222222223,72.22222222222223,NA,NA,100,22.2222222222222,22.2222222222222,88.8888888888889,NA,NA,100,66.6666666666667,66.6666666666667,100,47,NA,NA,Male,Married,Vocational school/University-preparator,Less often or never,NA,NA,NA,NA,NA,NA,NA,Hokkaido and Tohoku,Fukushima,"100,000-500,000",2209,36-50 years,4.41861885975631,0,0
WVS359,WVS7,W0 only,90.74074074074073,90.74074074074073,NA,NA,100,100,44.4444444444444,100,83.33333333333334,100,100,33.3333333333333,66.6666666666667,100,65,4,2,Female,Married,Vocational school/University-preparator,Less often or never,NA,NA,NA,NA,NA,NA,NA,Kanto,Chiba,"100,000-500,000",4225,50+ years,14.002749630836599,0.6683130505626559,1
WVS360,WVS7,W0 only,57.407407407407405,57.407407407407405,NA,NA,66.6666666666667,88.8888888888889,11.1111111111111,44.4444444444444,NA,0,NA,NA,33.3333333333333,100,45,4,0,Female,Married,Vocational school/University-preparator,Once a month,NA,NA,NA,NA,NA,NA,NA,Chugoku,Okayama,"20,000-100,000",2025,36-50 years,1.3238496276275766,0,0
WVS361,WVS7,W0 only,66.66666666666667,66.66666666666667,NA,NA,66.6666666666667,66.6666666666667,55.5555555555556,77.7777777777778,NA,66.6666666666667,100,33.3333333333333,NA,100,46,3,1,Female,Married,High school,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kansai,Hyogo,"100,000-500,000",2116,36-50 years,12.772181968094431,0.6953336888074332,1
WVS362,WVS7,W0 only,40.74074074074075,40.74074074074075,NA,NA,33.3333333333333,44.4444444444444,33.3333333333333,66.6666666666667,11.111111111111112,0,0,33.3333333333333,33.3333333333333,0,53,3,1,Female,Married,High school,Once a month,NA,NA,NA,NA,NA,NA,NA,Kanto,Tochigi,"100,000-500,000",2809,50+ years,3.103749018439373,0,0
WVS363,WVS7,W0 only,88.88888888888889,88.88888888888889,NA,NA,100,100,55.5555555555556,77.7777777777778,NA,100,100,33.3333333333333,NA,100,42,3,1,Female,Divorced,High school,Only on special holidays,NA,NA,NA,NA,NA,NA,NA,Kyushu and Okinawa,Fukuoka,"20,000-100,000",1764,36-50 years,12.794014037194945,0.486834628508179,0
